,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Spain,Geography_France,Geography_Germany,Gender_Male,Gender_Female
2219,3,2,4,3,1,1,0,2,1,-1,1,-1,-1,1
2220,2,1,5,1,1,1,0,2,0,-1,-1,1,-1,1
2221,3,0,5,1,1,0,0,2,0,-1,1,-1,-1,1
2222,2,1,3,0,2,0,1,1,0,-1,1,-1,-1,1
2223,4,2,4,2,1,1,0,2,1,-1,-1,1,1,-1
2224,2,1,4,1,1,1,1,2,0,-1,1,-1,-1,1
2225,4,1,3,2,2,1,1,2,0,-1,-1,1,1,-1
2226,1,3,4,0,2,1,1,2,0,-1,1,-1,1,-1
2227,3,2,6,1,1,1,1,1,1,-1,1,-1,-1,1
2228,3,1,5,2,1,0,1,1,0,-1,1,-1,-1,1
2229,2,2,5,0,1,0,0,1,1,-1,1,-1,1,-1
2230,3,1,5,2,1,0,0,2,0,-1,1,-1,-1,1
2231,3,1,5,0,1,1,0,1,1,1,-1,-1,-1,1
2232,3,0,6,0,2,0,0,2,0,-1,1,-1,-1,1
2233,2,2,5,2,3,1,0,2,1,1,-1,-1,-1,1
2234,1,1,3,0,2,1,1,1,0,-1,1,-1,1,-1
2235,4,1,5,2,2,0,1,1,0,-1,-1,1,1,-1
2236,3,1,3,0,2,0,1,2,0,1,-1,-1,-1,1
2237,3,1,3,0,2,0,1,2,0,-1,1,-1,-1,1
2238,3,1,5,1,2,1,1,2,0,-1,-1,1,-1,1
2239,3,1,5,2,1,0,0,1,1,-1,-1,1,-1,1
2240,2,2,5,2,1,1,1,1,1,-1,-1,1,1,-1
2241,2,0,2,2,1,1,0,2,0,-1,1,-1,-1,1
2242,4,1,5,0,1,1,1,2,1,-1,1,-1,-1,1
2243,2,1,6,0,2,1,0,2,0,1,-1,-1,1,-1
2244,3,1,5,2,1,0,1,2,1,-1,-1,1,1,-1
2245,2,3,5,0,2,1,1,2,0,-1,1,-1,1,-1
2246,3,1,3,1,1,1,0,1,0,-1,1,-1,1,-1
2247,3,1,3,3,1,0,1,2,0,1,-1,-1,-1,1
2248,1,0,3,2,1,1,1,1,0,1,-1,-1,1,-1
2249,2,1,3,0,2,0,1,1,0,-1,1,-1,-1,1
2250,3,0,5,0,2,1,1,1,0,-1,1,-1,-1,1
2251,2,1,7,2,1,1,1,1,0,-1,-1,1,-1,1
2252,3,2,6,2,1,0,1,1,0,-1,1,-1,-1,1
2253,4,0,4,3,2,1,1,2,0,-1,-1,1,1,-1
2254,3,1,5,2,1,1,1,1,1,-1,-1,1,-1,1
2255,493,1,6,0,2,1,1,1,0,1,-1,-1,1,-1
2256,3,1,7,2,1,1,0,1,1,-1,-1,1,1,-1
2257,4,1,2,1,2,1,1,1,0,-1,-1,1,1,-1
2258,1,2,3,3,1,1,0,2,1,-1,-1,1,-1,1
2259,1,1,3,1,2,0,1,1,0,-1,-1,1,-1,1
2260,3,1,6,1,1,0,1,2,0,-1,1,-1,1,-1
2261,2,0,3,2,1,1,0,2,0,-1,1,-1,1,-1
2262,2,0,6,2,1,1,1,2,0,-1,1,-1,-1,1
2263,2,0,3,1,1,1,1,1,0,-1,-1,1,1,-1
2264,3,1,5,0,2,0,0,1,0,1,-1,-1,1,-1
2265,1,1,3,4,1,0,0,1,1,-1,1,-1,-1,1
2266,4,0,4,1,1,0,1,1,0,-1,-1,1,-1,1
2267,2,1,2,1,1,1,0,2,0,-1,1,-1,-1,1
2268,4,1,6,0,2,0,0,1,0,-1,1,-1,-1,1
2269,3,2,6,2,1,0,0,2,1,-1,-1,1,1,-1
2270,3,3,5,2,1,1,1,1,1,-1,-1,1,1,-1
2271,3,1,7,0,1,1,0,2,1,-1,1,-1,1,-1
2272,3,1,5,0,1,0,1,2,1,-1,1,-1,1,-1
2273,2,1,2,0,2,0,1,2,0,-1,1,-1,1,-1
2274,2,0,3,1,1,1,1,1,0,-1,-1,1,1,-1
2275,4,1,3,2,1,1,0,2,0,-1,1,-1,-1,1
2276,3,1,5,2,2,0,1,2,0,-1,-1,1,1,-1
2277,1,1,6,0,2,1,1,1,0,-1,1,-1,1,-1
2278,2,0,4,3,1,1,0,2,0,-1,1,-1,1,-1
2279,3,1,5,1,1,1,1,1,0,-1,1,-1,1,-1
2280,3,0,6,2,1,1,1,2,0,1,-1,-1,1,-1
2281,3,2,5,2,1,0,1,2,0,-1,-1,1,1,-1
2282,2,0,5,1,2,1,0,2,0,-1,-1,1,1,-1
2283,4,1,6,3,1,1,0,1,0,1,-1,-1,1,-1
2284,4,2,6,2,1,0,1,1,1,-1,-1,1,-1,1
2285,3,0,6,2,2,1,0,1,0,-1,-1,1,-1,1
2286,1,1,4,1,1,1,0,1,0,1,-1,-1,1,-1
2287,2,1,3,2,1,1,1,2,0,-1,1,-1,1,-1
2288,3,1,4,3,2,0,0,1,0,-1,-1,1,1,-1
2289,2,1,6,0,2,1,1,1,0,-1,1,-1,-1,1
2290,2,1,3,1,1,0,0,1,0,-1,1,-1,1,-1
2291,2,1,3,0,1,1,1,2,0,-1,1,-1,-1,1
2292,4,1,5,2,2,1,1,2,0,-1,-1,1,-1,1
2293,4,2,5,2,1,0,1,1,0,-1,1,-1,1,-1
2294,1,1,4,0,2,1,1,2,0,1,-1,-1,1,-1
2295,2,1,5,0,2,1,0,1,0,-1,1,-1,1,-1
2296,1,2,5,2,1,1,0,2,1,-1,1,-1,-1,1
2297,3,0,3,1,1,1,1,1,0,-1,-1,1,1,-1
2298,2,3,6,1,1,0,0,1,1,-1,1,-1,1,-1
2299,1,2,5,0,1,0,1,2,1,1,-1,-1,1,-1
2300,3,1,5,2,1,1,0,2,0,-1,1,-1,-1,1
2301,2,2,3,1,1,0,0,2,1,-1,-1,1,-1,1
2302,3,1,6,3,1,1,1,1,0,-1,1,-1,1,-1
2303,3,2,3,0,3,1,1,2,1,-1,1,-1,1,-1
2304,1,1,4,1,1,1,0,1,0,1,-1,-1,1,-1
2305,2,3,3,0,2,0,1,2,0,1,-1,-1,-1,1
2306,3,1,4,0,2,1,0,1,0,-1,1,-1,1,-1
2307,2,1,4,0,1,0,0,2,0,1,-1,-1,1,-1
2308,3,1,3,0,1,1,1,1,0,-1,1,-1,1,-1
2309,2,1,6,0,1,1,0,2,1,-1,1,-1,1,-1
2310,3,1,5,0,2,1,1,2,0,-1,1,-1,-1,1
2311,1,1,6,2,2,1,1,2,0,-1,-1,1,1,-1
2312,3,0,4,2,1,0,1,1,0,-1,-1,1,1,-1
2313,3,1,4,0,2,1,1,2,0,1,-1,-1,1,-1
2314,4,1,4,0,2,0,1,2,0,-1,1,-1,1,-1
2315,3,1,5,2,1,0,0,2,0,-1,1,-1,-1,1
2316,1,1,3,2,2,1,0,1,0,-1,1,-1,1,-1
2317,4,1,3,3,1,0,1,1,0,1,-1,-1,1,-1
2318,4,0,6,0,1,1,0,2,0,-1,1,-1,1,-1
2319,4,3,5,1,1,0,1,2,0,-1,1,-1,-1,1
2320,3,1,6,0,2,1,1,2,0,-1,1,-1,1,-1
2321,1,0,6,0,2,1,1,1,0,-1,1,-1,1,-1
2322,4,0,6,3,1,1,1,2,0,1,-1,-1,-1,1
2323,4,0,3,0,2,1,1,1,0,1,-1,-1,-1,1
2324,2,1,3,0,2,1,0,2,0,-1,1,-1,1,-1
2325,3,0,5,2,2,1,0,2,0,-1,1,-1,-1,1
2326,3,2,5,2,1,1,0,2,0,-1,-1,1,-1,1
2327,3,1,5,2,2,1,0,1,0,-1,-1,1,1,-1
2328,1,2,6,0,1,1,0,2,1,1,-1,-1,-1,1
2329,1,1,3,0,1,1,0,1,1,-1,1,-1,-1,1
2330,2,0,6,1,1,1,0,2,0,1,-1,-1,1,-1
2331,3,0,5,0,1,1,1,2,0,-1,-1,1,-1,1
2332,2,1,3,0,2,0,0,1,0,-1,1,-1,1,-1
2333,2,0,6,2,1,1,1,2,0,1,-1,-1,-1,1
2334,2,0,6,2,2,1,1,1,0,-1,-1,1,-1,1
2335,4,1,3,3,2,1,0,1,0,-1,1,-1,1,-1
2336,1,1,4,0,2,1,0,1,0,-1,1,-1,1,-1
2337,2,1,5,2,1,1,0,2,1,-1,-1,1,-1,1
2338,2,0,5,0,2,1,0,2,0,1,-1,-1,-1,1
2339,3,2,6,0,1,1,1,2,1,-1,1,-1,1,-1
2340,3,1,6,1,2,1,0,2,1,-1,-1,1,-1,1
2341,2,0,7,2,1,0,0,2,0,-1,1,-1,-1,1
2342,3,1,6,0,1,1,0,1,0,1,-1,-1,1,-1
2343,3,1,5,1,1,1,1,1,0,1,-1,-1,1,-1
2344,1,0,5,0,1,1,0,2,1,1,-1,-1,-1,1
2345,3,0,5,3,1,1,0,2,0,-1,1,-1,1,-1
2346,3,1,4,3,2,1,0,2,0,-1,-1,1,-1,1
2347,3,1,5,2,1,1,1,2,0,-1,1,-1,-1,1
2348,4,1,5,2,2,1,1,1,0,-1,-1,1,1,-1
2349,2,1,4,1,1,0,0,2,1,1,-1,-1,-1,1
2350,4,1,4,1,2,1,1,1,0,-1,-1,1,1,-1
2351,3,1,5,2,1,1,0,1,0,1,-1,-1,-1,1
2352,1,1,4,3,1,1,0,1,1,-1,1,-1,-1,1
2353,4,0,3,1,2,0,1,1,0,-1,1,-1,-1,1
2354,1,3,6,2,2,1,1,2,0,-1,-1,1,1,-1
2355,2,1,4,1,1,1,0,2,1,-1,-1,1,1,-1
2356,3,1,3,2,2,0,0,2,0,-1,-1,1,-1,1
2357,2,2,6,0,2,1,1,1,0,-1,1,-1,-1,1
2358,3,1,4,2,1,1,0,1,0,-1,1,-1,-1,1
2359,2,0,5,0,2,1,0,2,0,-1,1,-1,1,-1
2360,3,2,4,2,1,0,1,2,0,-1,-1,1,1,-1
2361,2,1,5,2,2,1,1,1,0,-1,1,-1,1,-1
2362,3,0,5,2,1,1,1,1,0,-1,-1,1,-1,1
2363,3,0,3,2,1,1,0,2,0,-1,1,-1,-1,1
2364,4,2,4,2,1,0,1,2,1,-1,-1,1,-1,1
2365,2,2,5,2,3,0,1,2,1,1,-1,-1,-1,1
2366,1,1,5,0,1,0,0,2,1,-1,1,-1,-1,1
2367,2,1,5,0,2,1,0,2,0,1,-1,-1,1,-1
2368,1,0,6,2,1,0,1,2,0,-1,1,-1,1,-1
2369,2,1,3,0,2,1,0,2,0,1,-1,-1,1,-1
2370,3,1,6,0,1,1,0,2,0,-1,1,-1,1,-1
2371,3,3,6,3,1,1,1,1,0,-1,-1,1,1,-1
2372,3,1,6,2,1,1,0,1,0,-1,1,-1,1,-1
2373,3,1,4,2,1,0,1,2,0,-1,-1,1,1,-1
2374,3,1,6,0,1,0,1,2,0,1,-1,-1,-1,1
2375,3,1,4,1,2,1,0,1,0,-1,-1,1,-1,1
2376,3,1,5,0,2,1,1,1,0,-1,1,-1,1,-1
2377,2,1,2,3,2,1,1,1,0,-1,-1,1,1,-1
2378,2,1,2,1,2,1,0,2,0,-1,1,-1,-1,1
2379,4,2,4,2,1,1,0,1,1,-1,-1,1,-1,1
2380,4,1,3,1,1,0,1,1,0,-1,-1,1,-1,1
2381,3,0,4,2,2,1,0,1,0,1,-1,-1,1,-1
2382,3,1,6,0,2,1,1,1,0,-1,1,-1,1,-1
2383,3,0,5,0,2,1,1,1,0,1,-1,-1,1,-1
2384,4,0,5,1,1,1,1,1,1,-1,1,-1,-1,1
2385,3,1,4,2,1,0,1,2,0,-1,-1,1,-1,1
2386,2,1,5,2,1,1,0,2,0,-1,1,-1,1,-1
2387,3,1,3,2,1,1,0,2,1,-1,-1,1,-1,1
2388,2,2,5,0,1,1,1,1,0,-1,1,-1,-1,1
2389,2,1,6,2,1,1,0,1,0,1,-1,-1,1,-1
2390,1,1,4,2,1,1,0,2,1,-1,-1,1,1,-1
2391,4,0,6,0,2,1,0,2,0,-1,1,-1,1,-1
2392,3,0,5,0,2,1,0,1,0,-1,1,-1,-1,1
2393,4,0,7,0,2,1,1,2,0,-1,1,-1,-1,1
2394,505,0,4,2,1,1,0,2,0,-1,-1,1,1,-1
2395,3,1,3,1,1,1,1,1,0,-1,1,-1,-1,1
2396,2,0,3,0,2,0,0,1,0,-1,1,-1,1,-1
2397,3,2,2,3,1,1,0,2,0,1,-1,-1,-1,1
2398,2,1,5,0,3,1,1,2,1,-1,1,-1,-1,1
2399,2,0,4,2,1,0,1,2,0,-1,-1,1,-1,1
2400,4,1,6,3,1,1,0,2,0,-1,1,-1,1,-1
2401,3,0,3,1,1,1,1,2,1,-1,1,-1,-1,1
2402,3,2,4,2,2,0,1,1,1,-1,-1,1,1,-1
2403,2,1,5,2,2,0,0,1,0,-1,-1,1,-1,1
2404,1,0,3,2,1,0,0,2,0,-1,1,-1,1,-1
2405,4,0,5,2,1,1,0,2,0,-1,1,-1,1,-1
2406,2,0,5,0,2,1,1,1,0,1,-1,-1,1,-1
2407,1,1,5,0,2,1,0,1,0,1,-1,-1,1,-1
2408,4,0,7,1,1,1,1,2,0,1,-1,-1,1,-1
2409,3,1,6,2,1,1,1,2,0,-1,1,-1,1,-1
2410,1,1,4,3,1,1,0,2,0,-1,1,-1,1,-1
2411,2,1,5,0,1,1,0,2,0,-1,1,-1,-1,1
2412,4,1,5,1,1,1,0,1,1,-1,1,-1,-1,1
2413,2,1,3,2,2,1,1,1,0,-1,-1,1,1,-1
2414,2,0,4,2,1,1,1,1,0,-1,1,-1,1,-1
2415,2,0,5,2,1,1,1,2,0,1,-1,-1,1,-1
2416,3,1,6,2,1,0,1,1,0,1,-1,-1,-1,1
2417,3,0,4,0,2,0,1,1,0,-1,1,-1,1,-1
2418,1,0,3,0,2,1,0,1,0,1,-1,-1,1,-1
2419,1,0,5,3,2,0,0,1,0,-1,1,-1,-1,1
2420,2,1,5,0,1,1,1,1,0,-1,1,-1,1,-1
2421,3,1,4,2,1,0,0,2,1,1,-1,-1,-1,1
2422,1,1,6,0,1,0,0,2,1,-1,1,-1,1,-1
2423,4,1,6,1,1,1,0,1,0,-1,-1,1,-1,1
2424,2,1,5,3,1,1,1,1,0,-1,-1,1,1,-1
2425,3,0,5,0,2,1,0,2,0,-1,1,-1,1,-1
2426,4,1,5,2,1,1,0,2,1,1,-1,-1,1,-1
2427,2,1,5,0,2,1,1,1,0,-1,1,-1,1,-1
2428,2,1,5,2,1,1,1,2,0,1,-1,-1,1,-1
2429,3,1,6,0,1,0,1,1,0,1,-1,-1,1,-1
2430,4,3,6,2,1,1,1,2,0,-1,1,-1,-1,1
2431,2,2,4,1,1,0,0,1,0,-1,1,-1,1,-1
2432,2,1,7,0,1,1,0,2,0,-1,1,-1,1,-1
2433,1,2,5,0,2,0,1,2,0,1,-1,-1,-1,1
2434,3,0,4,2,1,1,1,2,0,-1,1,-1,1,-1
2435,3,1,4,1,4,1,0,2,1,-1,-1,1,-1,1
2436,3,0,3,2,1,0,1,1,0,-1,1,-1,1,-1
2437,3,1,5,1,2,1,1,2,0,-1,1,-1,-1,1
2438,1,1,5,0,2,1,1,1,0,-1,1,-1,1,-1
2439,2,1,7,2,1,1,0,2,1,-1,-1,1,-1,1
2440,1,0,4,2,1,1,0,1,0,-1,1,-1,1,-1
2441,3,0,5,3,1,1,0,1,0,-1,1,-1,-1,1
2442,4,2,3,0,1,0,1,2,1,-1,1,-1,1,-1
2443,3,2,6,2,1,1,1,1,1,-1,-1,1,1,-1
2444,2,1,5,0,2,1,0,1,0,-1,1,-1,1,-1
2445,2,1,6,1,2,1,0,2,0,-1,-1,1,-1,1
2446,4,1,5,0,1,1,1,2,0,-1,1,-1,1,-1
2447,2,1,3,2,2,1,1,2,0,-1,-1,1,1,-1
2448,3,1,2,1,1,1,1,1,0,-1,1,-1,1,-1
2449,2,0,5,3,2,1,1,1,0,-1,-1,1,-1,1
2450,3,1,2,2,1,0,0,2,0,-1,-1,1,-1,1
2451,4,0,7,2,1,0,1,1,0,-1,1,-1,1,-1
2452,2,2,5,1,1,1,1,2,0,1,-1,-1,1,-1
2453,3,0,6,2,2,1,0,2,0,-1,-1,1,1,-1
2454,3,0,5,3,2,1,0,2,0,-1,1,-1,1,-1
2455,3,0,3,2,1,1,0,1,1,-1,-1,1,-1,1
2456,3,2,7,0,4,1,0,2,1,-1,1,-1,-1,1
2457,3,0,3,1,1,1,0,1,0,-1,1,-1,1,-1
2458,2,1,7,2,1,1,1,2,0,-1,1,-1,1,-1
2459,2,1,6,0,2,0,0,1,0,1,-1,-1,-1,1
2460,4,1,5,1,1,1,0,2,0,-1,-1,1,-1,1
2461,2,1,5,0,2,1,1,1,0,-1,1,-1,-1,1
2462,3,1,4,2,2,0,1,2,1,-1,1,-1,1,-1
2463,4,2,3,2,1,1,1,1,0,-1,1,-1,1,-1
2464,3,1,4,2,2,1,1,1,0,-1,-1,1,1,-1
2465,3,1,5,0,2,1,0,2,0,-1,1,-1,-1,1
2466,4,0,2,2,2,1,1,1,0,-1,-1,1,1,-1
2467,506,0,7,0,1,1,1,2,0,-1,1,-1,-1,1
2468,1,2,5,1,2,1,1,1,0,-1,1,-1,1,-1
2469,3,1,7,1,1,1,1,2,0,1,-1,-1,1,-1
2470,2,1,5,0,1,1,0,2,0,-1,1,-1,-1,1
2471,3,1,3,0,2,1,1,2,0,-1,1,-1,1,-1
2472,3,1,4,2,1,0,0,1,0,-1,1,-1,1,-1
2473,2,1,3,0,1,1,1,2,1,-1,1,-1,1,-1
2474,3,1,7,0,2,1,1,2,0,-1,1,-1,1,-1
2475,3,1,5,0,1,1,1,1,0,-1,1,-1,-1,1
2476,3,0,3,1,1,1,1,1,0,-1,1,-1,-1,1
2477,3,1,5,2,1,1,0,1,0,-1,-1,1,-1,1
2478,1,1,3,1,2,1,0,2,0,-1,-1,1,1,-1
2479,3,1,5,2,1,1,0,2,0,-1,1,-1,-1,1
2480,4,1,5,0,2,1,1,2,0,-1,1,-1,1,-1
2481,3,1,5,0,2,1,1,2,0,-1,1,-1,-1,1
2482,3,1,7,2,1,1,1,2,1,-1,-1,1,-1,1
2483,3,1,3,0,2,1,1,1,0,1,-1,-1,1,-1
2484,2,2,3,2,1,0,1,1,0,1,-1,-1,-1,1
2485,3,1,4,0,2,1,0,1,0,1,-1,-1,1,-1
2486,3,1,3,1,1,1,0,2,0,-1,1,-1,-1,1
2487,2,1,3,3,2,1,1,1,0,-1,-1,1,1,-1
2488,2,2,3,2,1,1,1,2,0,1,-1,-1,1,-1
2489,4,2,6,1,1,1,1,2,0,-1,1,-1,1,-1
2490,4,0,3,2,1,1,0,1,0,-1,1,-1,1,-1
2491,2,0,2,2,1,0,0,2,1,-1,-1,1,-1,1
2492,3,1,6,2,1,0,1,2,0,1,-1,-1,-1,1
2493,3,1,2,3,1,1,1,1,0,1,-1,-1,-1,1
2494,2,1,5,1,1,0,1,2,0,-1,1,-1,1,-1
2495,3,1,5,1,2,1,1,1,0,-1,-1,1,-1,1
2496,1,2,3,2,1,0,0,1,1,-1,-1,1,1,-1
2497,2,1,6,0,2,1,1,2,0,1,-1,-1,1,-1
2498,3,0,5,2,2,1,1,2,0,-1,1,-1,-1,1
2499,2,1,5,0,1,1,1,2,0,-1,1,-1,-1,1
2500,2,2,4,2,1,1,0,2,1,-1,-1,1,1,-1
2501,2,0,2,0,2,1,0,2,0,1,-1,-1,1,-1
2502,2,1,6,1,1,1,0,1,1,1,-1,-1,-1,1
2503,3,1,5,3,1,1,0,2,0,-1,1,-1,1,-1
2504,1,0,5,0,2,1,1,2,0,-1,1,-1,1,-1
2505,2,2,5,2,3,1,0,1,1,-1,-1,1,1,-1
2506,4,1,4,0,2,1,0,1,0,1,-1,-1,1,-1
2507,2,0,2,2,1,1,1,1,0,1,-1,-1,1,-1
2508,4,1,5,2,1,0,0,1,0,-1,1,-1,1,-1
2509,3,1,3,0,2,1,1,1,0,-1,1,-1,1,-1
2510,3,0,5,2,2,0,1,2,0,-1,1,-1,-1,1
2511,2,0,4,0,2,1,1,2,0,-1,1,-1,1,-1
2512,2,1,5,1,2,1,1,1,0,-1,-1,1,1,-1
2513,1,0,4,2,1,1,1,2,0,-1,-1,1,1,-1
2514,4,0,5,0,2,1,0,2,0,-1,1,-1,1,-1
2515,2,2,5,0,2,0,1,1,0,-1,1,-1,1,-1
2516,2,1,4,1,1,0,0,1,0,1,-1,-1,1,-1
2517,3,0,3,2,1,1,1,2,0,-1,-1,1,1,-1
2518,2,2,4,1,1,0,0,1,1,-1,-1,1,-1,1
2519,2,0,7,2,2,1,1,2,0,-1,-1,1,1,-1
2520,1,0,4,0,1,1,0,1,0,1,-1,-1,-1,1
2521,4,0,5,3,2,1,1,2,0,-1,-1,1,1,-1
2522,3,0,6,0,2,1,1,2,0,1,-1,-1,-1,1
2523,4,0,4,0,2,0,0,2,0,-1,1,-1,1,-1
2524,3,1,4,2,2,1,0,1,1,-1,-1,1,1,-1
2525,3,2,5,2,1,1,0,2,1,-1,-1,1,-1,1
2526,3,2,5,2,1,1,1,1,0,-1,-1,1,-1,1
2527,4,1,3,2,2,1,1,2,0,-1,1,-1,1,-1
2528,3,1,3,3,1,0,0,2,1,1,-1,-1,-1,1
2529,1,1,5,0,2,1,1,1,0,1,-1,-1,-1,1
2530,2,1,3,1,2,0,1,2,0,-1,-1,1,1,-1
2531,2,0,4,0,2,1,1,1,0,1,-1,-1,1,-1
2532,4,1,5,0,2,1,0,2,0,-1,1,-1,1,-1
2533,3,0,4,0,2,1,1,2,0,-1,1,-1,1,-1
2534,3,1,3,1,1,1,0,2,0,-1,-1,1,1,-1
2535,3,1,3,1,2,1,0,1,0,-1,-1,1,1,-1
2536,3,2,5,0,2,1,1,1,0,-1,1,-1,1,-1
2537,3,0,5,1,2,0,1,1,0,-1,-1,1,-1,1
2538,2,0,5,2,1,1,0,1,0,-1,1,-1,1,-1
2539,497,1,6,3,1,1,0,1,0,1,-1,-1,1,-1
2540,2,0,6,2,2,0,1,1,0,-1,1,-1,1,-1
2541,3,1,5,3,1,1,0,2,1,-1,-1,1,-1,1
2542,3,1,5,0,2,0,0,2,0,-1,1,-1,1,-1
2543,3,0,4,2,1,1,1,2,1,-1,-1,1,1,-1
2544,3,0,5,0,2,0,1,2,0,-1,1,-1,-1,1
2545,1,0,5,2,2,1,1,1,0,-1,-1,1,-1,1
2546,4,1,5,2,1,1,1,1,0,-1,1,-1,1,-1
2547,2,1,6,1,1,1,0,1,0,-1,1,-1,1,-1
2548,1,1,3,1,1,0,1,2,1,-1,1,-1,-1,1
2549,3,1,5,2,2,1,0,2,0,-1,-1,1,1,-1
2550,4,0,5,3,1,1,1,2,0,-1,1,-1,1,-1
2551,496,3,5,3,1,1,1,2,0,-1,1,-1,1,-1
2552,3,0,6,0,2,1,1,2,0,-1,1,-1,-1,1
2553,2,1,4,1,1,1,0,1,1,-1,-1,1,1,-1
2554,3,0,4,1,1,1,0,2,1,-1,-1,1,-1,1
2555,2,0,5,0,2,0,1,2,0,-1,1,-1,1,-1
2556,3,1,3,0,2,0,1,1,0,-1,1,-1,1,-1
2557,3,1,5,0,2,1,0,2,0,1,-1,-1,1,-1
2558,1,0,5,2,1,1,1,2,0,-1,1,-1,1,-1
2559,3,1,5,3,1,0,0,1,0,-1,1,-1,1,-1
2560,3,1,3,2,1,1,0,2,0,-1,-1,1,-1,1
2561,2,0,6,3,2,1,1,2,0,-1,-1,1,1,-1
2562,3,2,3,2,1,1,1,1,0,1,-1,-1,-1,1
2563,4,1,5,1,1,0,1,1,0,-1,1,-1,1,-1
2564,2,2,5,1,1,1,1,2,0,-1,1,-1,1,-1
2565,2,2,3,3,2,1,1,1,0,-1,-1,1,1,-1
2566,3,0,5,3,1,1,1,2,0,-1,1,-1,1,-1
2567,2,1,3,2,1,1,1,1,0,-1,1,-1,-1,1
2568,2,0,5,0,2,1,0,1,0,1,-1,-1,1,-1
2569,3,1,3,2,2,0,0,2,0,-1,-1,1,1,-1
2570,2,1,4,0,2,0,1,1,0,-1,1,-1,1,-1
2571,1,0,4,2,1,1,0,2,0,-1,-1,1,-1,1
2572,2,0,5,2,1,1,1,1,0,-1,1,-1,-1,1
2573,2,0,2,1,1,1,1,1,0,-1,-1,1,1,-1
2574,2,1,6,2,4,1,0,1,1,-1,-1,1,1,-1
2575,4,1,3,1,1,1,1,1,0,-1,-1,1,-1,1
2576,1,0,4,2,2,0,0,2,0,1,-1,-1,-1,1
2577,3,0,5,2,2,1,1,1,0,-1,-1,1,1,-1
2578,4,0,4,2,2,1,0,1,0,-1,-1,1,-1,1
2579,1,2,3,0,2,1,1,2,0,-1,1,-1,1,-1
2580,3,3,5,3,2,1,1,2,0,-1,-1,1,1,-1
2581,3,0,6,2,1,1,1,1,0,1,-1,-1,1,-1
2582,2,1,3,3,2,0,1,2,0,-1,-1,1,1,-1
2583,1,1,4,2,1,1,1,1,1,-1,-1,1,1,-1
2584,3,1,4,2,1,1,1,2,0,-1,1,-1,1,-1
2585,3,1,3,0,2,1,1,1,0,-1,1,-1,-1,1
2586,1,0,5,0,1,1,0,2,0,1,-1,-1,-1,1
2587,2,1,5,2,1,1,0,2,0,1,-1,-1,1,-1
2588,2,1,4,0,2,1,0,2,0,1,-1,-1,-1,1
2589,3,1,5,2,1,1,1,1,0,-1,1,-1,1,-1
2590,2,0,6,3,1,1,1,2,0,-1,-1,1,1,-1
2591,4,1,6,0,2,0,0,1,0,1,-1,-1,1,-1
2592,2,0,5,2,2,0,0,1,0,-1,-1,1,1,-1
2593,2,1,5,1,1,1,1,1,0,-1,1,-1,1,-1
2594,4,3,6,2,1,0,1,1,0,1,-1,-1,1,-1
2595,1,0,4,0,2,1,0,2,0,-1,1,-1,-1,1
2596,2,1,5,0,1,1,1,2,0,-1,1,-1,1,-1
2597,3,0,4,0,2,1,0,1,0,1,-1,-1,-1,1
2598,2,2,6,3,1,1,0,1,1,-1,1,-1,-1,1
2599,487,1,5,0,2,1,0,1,0,-1,1,-1,1,-1
2600,3,1,3,0,2,1,0,1,0,-1,1,-1,-1,1
2601,1,1,4,1,2,1,1,2,0,-1,1,-1,1,-1
2602,3,2,3,2,2,0,0,1,1,-1,-1,1,1,-1
2603,2,1,3,2,2,1,1,2,0,-1,1,-1,-1,1
2604,1,1,7,2,2,0,0,1,0,-1,1,-1,1,-1
2605,1,1,3,0,1,1,1,2,0,1,-1,-1,-1,1
2606,2,1,3,1,2,1,1,2,0,-1,-1,1,-1,1
2607,3,1,3,2,1,0,0,2,0,1,-1,-1,-1,1
2608,3,1,6,0,2,0,0,1,0,1,-1,-1,1,-1
2609,3,0,4,2,1,1,1,2,0,-1,1,-1,1,-1
2610,1,1,5,0,2,1,0,1,0,1,-1,-1,-1,1
2611,3,0,6,0,2,1,0,2,0,1,-1,-1,-1,1
2612,3,1,5,3,1,1,1,2,1,1,-1,-1,-1,1
2613,503,1,4,0,2,1,0,1,0,-1,1,-1,1,-1
2614,3,1,5,1,1,1,1,1,0,-1,1,-1,-1,1
2615,4,1,3,2,2,1,0,1,0,-1,1,-1,-1,1
2616,4,2,3,0,1,1,1,2,1,-1,1,-1,1,-1
2617,2,1,6,2,1,0,0,1,1,-1,-1,1,1,-1
2618,1,1,5,3,4,1,1,2,1,-1,-1,1,-1,1
2619,3,1,3,2,3,1,1,2,1,-1,-1,1,1,-1
2620,3,1,4,2,2,1,0,1,1,-1,-1,1,1,-1
2621,2,0,7,0,2,1,0,2,0,-1,1,-1,1,-1
2622,3,0,6,0,1,1,0,1,1,1,-1,-1,-1,1
2623,3,1,4,3,1,1,1,2,0,-1,1,-1,1,-1
2624,4,1,7,0,2,1,0,1,0,-1,1,-1,-1,1
2625,2,1,3,0,2,1,0,1,0,-1,1,-1,-1,1
2626,2,1,5,2,2,1,0,1,0,-1,-1,1,-1,1
2627,2,0,7,0,2,1,0,1,0,-1,1,-1,1,-1
