,Exited,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,HasCrCard,IsActiveMember,Geography_France,Geography_Spain,Geography_Germany,Gender_Female,Gender_Male
1773,0,618,39,6,62397.41,2,85048.74,1,-1,1,-1,-1,-1,1
1774,0,662,46,5,120761.04,1,83688.33,1,-1,-1,1,-1,-1,1
1775,0,555,38,4,105428.48,2,123873.97,1,-1,1,-1,-1,1,-1
1776,0,602,33,5,145535.45,1,72505.4,1,1,-1,-1,1,-1,1
1777,1,693,52,4,102511.38,2,86516.86,-1,1,-1,1,-1,-1,1
1778,0,705,46,5,62397.41,2,82020.18,1,1,1,-1,-1,-1,1
1779,0,557,32,3,131285.24,2,127712.31,1,1,-1,-1,1,-1,1
1780,1,587,55,4,112326.86,1,59439.02,-1,-1,-1,1,-1,-1,1
1781,0,657,42,5,110597.49,1,73744.45,1,1,-1,-1,1,1,-1
1782,0,593,38,6,62397.41,2,116522.84,1,-1,1,-1,-1,-1,1
1783,0,642,42,4,62397.41,1,113825.61,1,-1,1,-1,-1,-1,1
1784,0,512,39,5,126649.52,1,83013.16,-1,1,1,-1,-1,1,-1
1785,1,574,63,6,125685.42,1,132251.19,1,-1,-1,1,-1,-1,1
1786,0,672,43,5,62397.41,2,119441.73,1,-1,-1,1,-1,-1,1
1787,0,626,42,5,62397.41,2,118037.66,-1,-1,1,-1,-1,-1,1
1788,0,679,47,5,108180.46,2,87737.36,1,-1,-1,1,-1,1,-1
1789,0,690,39,7,62397.41,2,79081.95,1,1,1,-1,-1,1,-1
1790,0,688,37,3,126763.9,1,109146.06,1,-1,-1,1,-1,-1,1
1791,0,646,34,4,62397.41,1,103381.06,-1,1,-1,1,-1,-1,1
1792,0,669,40,4,62397.41,2,98141.76,1,1,1,-1,-1,-1,1
1793,1,677,37,2,62397.41,1,109241.88,1,-1,-1,1,-1,1,-1
1794,0,668,36,4,127827.6,2,71031.93,1,-1,1,-1,-1,1,-1
1795,0,592,42,5,114876.69,1,139097.52,1,-1,-1,-1,1,1,-1
1796,0,650,38,3,115253.57,2,127263.36,1,1,-1,-1,1,-1,1
1797,0,577,40,4,115799.82,1,74318.02,-1,-1,1,-1,-1,-1,1
1798,0,641,32,4,62397.41,2,134128.5,-1,-1,1,-1,-1,-1,1
1799,0,593,43,6,62397.41,2,102010.88,1,1,1,-1,-1,-1,1
1800,0,702,29,4,122566.69,2,121300.69,-1,1,-1,-1,1,-1,1
1801,0,501,46,6,62397.41,1,102078.34,-1,1,1,-1,-1,1,-1
1802,0,647,49,3,113210.98,2,139713.54,-1,1,-1,-1,1,-1,1
1803,0,696,47,6,62397.41,2,132938.57,1,-1,-1,1,-1,1,-1
1804,0,606,34,3,116432.21,2,108838.54,1,1,1,-1,-1,1,-1
1805,0,483,40,5,121294.84,1,104136.45,1,1,1,-1,-1,1,-1
1806,0,602,35,5,62397.41,2,82410.93,-1,-1,1,-1,-1,-1,1
1807,0,587,37,5,62397.41,2,68626.4,1,-1,1,-1,-1,-1,1
1808,0,650,44,3,62397.41,2,89703.89,-1,-1,1,-1,-1,1,-1
1809,1,666,61,5,62397.41,3,105320.2,-1,1,-1,1,-1,1,-1
1810,0,660,33,6,62397.41,2,79780.68,1,1,-1,1,-1,1,-1
1811,1,505,47,7,125319.7,1,112007.52,1,1,-1,1,-1,1,-1
1812,1,566,68,6,120141.36,2,85867.85,1,1,-1,-1,1,1,-1
1813,0,552,38,4,62397.41,2,128825.73,1,-1,-1,1,-1,-1,1
1814,0,676,44,3,126677.18,2,142334.55,-1,1,-1,-1,1,-1,1
1815,0,663,41,5,122723.87,2,100256.81,-1,1,1,-1,-1,-1,1
1816,0,623,35,6,111572.89,1,133233.34,1,1,-1,1,-1,1,-1
1817,1,617,48,3,128071.23,1,125969.81,1,1,1,-1,-1,-1,1
1818,0,484,36,5,62397.41,2,62832.13,-1,-1,1,-1,-1,-1,1
1819,0,557,41,5,62397.41,2,91767.38,1,-1,-1,1,-1,1,-1
1820,0,598,43,3,62397.41,2,125122.1,1,-1,-1,1,-1,-1,1
1821,0,624,62,6,120718.86,1,135957.96,-1,1,1,-1,-1,1,-1
1822,1,687,55,5,140400.18,1,109011.03,-1,1,-1,-1,1,-1,1
1823,0,613,34,6,62397.41,2,110607.23,1,1,-1,1,-1,1,-1
1824,0,488,35,5,112024.33,1,109428.46,1,-1,1,-1,-1,-1,1
1825,0,642,33,5,141421.69,2,110360.0,1,-1,-1,1,-1,-1,1
1826,0,611,33,4,62397.41,1,119341.74,1,-1,1,-1,-1,-1,1
1827,0,606,37,6,106925.49,1,140927.06,1,-1,1,-1,-1,1,-1
1828,0,671,61,7,111835.07,2,66706.53,1,1,-1,-1,1,1,-1
1829,0,624,48,4,62397.41,1,123902.71,1,1,-1,1,-1,1,-1
1830,0,568,36,4,62397.41,2,78195.47,-1,1,1,-1,-1,1,-1
1831,0,599,42,3,62397.41,2,118583.37,1,1,-1,1,-1,1,-1
1832,0,602,44,5,140530.48,1,105771.28,-1,1,-1,1,-1,-1,1
1833,0,574,37,4,126264.12,1,125891.68,-1,1,1,-1,-1,1,-1
1834,0,694,34,5,121493.17,2,94864.0,-1,1,-1,-1,1,-1,1
1835,0,618,34,5,62397.41,2,135098.22,1,-1,1,-1,-1,1,-1
1836,0,587,35,5,137953.97,1,119356.21,1,-1,-1,-1,1,-1,1
1837,1,607,52,5,135161.26,1,99280.03,-1,-1,-1,1,-1,1,-1
1838,0,641,44,6,62397.41,1,98586.53,1,1,1,-1,-1,-1,1
1839,0,626,38,3,62397.41,1,113299.4,-1,-1,-1,1,-1,1,-1
1840,0,595,46,7,62397.41,2,80236.76,-1,-1,-1,1,-1,-1,1
1841,0,668,36,5,136380.77,1,93599.85,1,1,-1,-1,1,1,-1
1842,0,601,42,5,118607.0,2,110362.85,1,-1,1,-1,-1,-1,1
1843,0,536,44,3,150868.43,2,134981.65,1,-1,1,-1,-1,1,-1
1844,0,697,37,4,113564.2,1,61210.63,-1,-1,-1,-1,1,-1,1
1845,1,591,58,4,86030.34,2,84384.56,-1,1,1,-1,-1,1,-1
1846,1,495,50,4,131312.52,1,119763.4,1,-1,-1,-1,1,-1,1
1847,0,620,42,5,120371.11,2,129222.44,-1,-1,1,-1,-1,-1,1
1848,0,620,33,3,62397.41,1,100255.64,1,-1,1,-1,-1,-1,1
1849,0,577,49,5,129182.0,1,91189.89,1,-1,-1,1,-1,-1,1
1850,1,744,32,6,62397.41,1,65926.32,1,-1,1,-1,-1,-1,1
1851,0,672,36,4,62397.41,1,114642.13,-1,1,1,-1,-1,1,-1
1852,0,569,42,4,62397.41,2,79004.89,1,1,1,-1,-1,-1,1
1853,1,715,46,6,122536.63,2,120568.63,-1,1,-1,-1,1,-1,1
1854,0,731,41,5,62397.41,2,99430.61,1,1,1,-1,-1,1,-1
1855,0,489,37,3,116868.88,2,61725.04,1,1,-1,-1,1,1,-1
1856,1,604,51,5,62397.41,1,97268.92,1,-1,1,-1,-1,-1,1
1857,0,753,38,4,62397.41,1,134252.64,1,1,1,-1,-1,-1,1
1858,0,524,34,3,127010.11,1,114094.47,1,1,1,-1,-1,-1,1
1859,0,598,29,6,153014.45,2,70072.33,1,1,-1,-1,1,-1,1
1860,1,753,65,3,111123.99,3,83977.47,1,-1,-1,-1,1,1,-1
1861,0,657,33,5,136069.97,1,63733.99,-1,1,-1,-1,1,-1,1
1862,0,652,37,4,105098.24,2,140082.17,-1,1,-1,-1,1,1,-1
1863,0,682,51,3,62397.41,2,120000.81,-1,1,1,-1,-1,-1,1
1864,1,583,48,4,95202.21,1,138231.96,-1,1,-1,1,-1,-1,1
1865,1,625,62,5,81667.39,1,71370.24,1,-1,1,-1,-1,-1,1
1866,0,685,44,4,62397.41,2,131151.15,-1,-1,1,-1,-1,-1,1
1867,0,640,48,5,124657.01,1,133072.45,1,1,1,-1,-1,-1,1
1868,1,753,41,5,122702.31,1,138888.96,1,-1,-1,-1,1,-1,1
1869,1,673,42,7,62397.41,2,81405.8,1,1,1,-1,-1,1,-1
1870,0,494,37,3,62397.41,2,80665.6,1,-1,1,-1,-1,1,-1
1871,0,706,46,5,131832.93,1,132865.59,1,1,-1,1,-1,-1,1
1872,0,617,47,6,62397.41,2,139894.96,1,-1,1,-1,-1,1,-1
1873,0,587,44,7,85220.24,2,65475.65,1,-1,-1,-1,1,-1,1
1874,1,682,53,6,124643.02,2,129933.25,-1,1,1,-1,-1,1,-1
1875,0,671,40,6,119095.65,1,65099.83,-1,1,1,-1,-1,1,-1
1876,1,601,55,4,120647.22,3,59291.36,1,-1,1,-1,-1,1,-1
1877,0,495,39,6,62397.41,1,87153.96,1,1,1,-1,-1,1,-1
1878,0,634,43,4,102753.68,1,98808.54,1,-1,1,-1,-1,1,-1
1879,1,558,45,3,142324.43,1,100418.76,1,-1,1,-1,-1,-1,1
1880,0,601,43,6,100982.43,1,78004.95,-1,-1,1,-1,-1,1,-1
1881,0,563,35,6,62397.41,2,141460.6,-1,-1,-1,1,-1,-1,1
1882,0,636,37,3,104837.64,2,83214.03,1,1,-1,-1,1,-1,1
1883,1,596,61,3,115541.28,1,95725.46,1,1,-1,-1,1,1,-1
1884,0,666,44,5,62397.41,1,124218.75,-1,1,-1,1,-1,1,-1
1885,0,753,37,6,140236.38,1,80539.83,1,1,-1,-1,1,1,-1
1886,0,594,42,3,133913.07,1,108344.54,-1,1,1,-1,-1,1,-1
1887,0,734,39,7,111255.11,1,82817.8,1,1,-1,1,-1,-1,1
1888,0,699,29,5,62397.41,2,81095.85,1,-1,-1,1,-1,1,-1
1889,0,638,67,5,132914.11,1,133673.43,-1,1,-1,1,-1,1,-1
1890,0,665,49,4,62397.41,2,131568.19,1,-1,1,-1,-1,-1,1
1891,0,677,40,5,130935.22,1,118165.08,-1,-1,1,-1,-1,-1,1
1892,0,707,42,5,152809.68,2,122569.77,-1,-1,-1,-1,1,1,-1
1893,0,600,41,4,62397.41,2,118539.22,1,-1,-1,1,-1,-1,1
1894,0,613,38,5,152517.5,1,120836.93,1,1,1,-1,-1,-1,1
1895,0,647,32,7,120480.6,1,96446.76,1,1,-1,-1,1,-1,1
1896,0,703,36,3,110640.04,2,88822.24,1,1,1,-1,-1,-1,1
1897,1,476,48,3,126557.89,1,116992.51,1,-1,-1,-1,1,-1,1
1898,1,729,48,6,152980.48,1,63237.47,1,-1,1,-1,-1,-1,1
1899,1,506,46,3,62397.41,2,71910.42,1,-1,1,-1,-1,-1,1
1900,0,718,41,2,62397.41,1,120815.56,-1,-1,-1,1,-1,1,-1
1901,0,561,34,5,115873.72,1,101514.97,-1,-1,1,-1,-1,-1,1
1902,0,561,37,6,62397.41,2,75017.57,1,1,-1,1,-1,1,-1
1903,0,534,40,6,119054.88,2,135582.77,1,-1,1,-1,-1,1,-1
1904,0,623,42,4,120761.12,2,134774.65,-1,1,1,-1,-1,1,-1
1905,1,624,46,5,128948.87,1,87079.36,-1,-1,1,-1,-1,-1,1
1906,0,650,73,5,123730.18,1,79092.18,1,1,-1,-1,1,-1,1
1907,0,691,44,6,133658.4,2,94195.14,-1,-1,-1,-1,1,1,-1
1908,0,565,42,3,62397.41,2,114899.05,-1,-1,-1,1,-1,-1,1
1909,1,636,50,3,62397.41,1,106904.7,1,-1,1,-1,-1,1,-1
1910,0,658,33,6,125948.41,1,109307.05,1,-1,1,-1,-1,1,-1
1911,0,685,37,5,62397.41,1,109604.44,-1,-1,1,-1,-1,1,-1
1912,1,534,37,4,62397.41,1,132531.3,1,1,1,-1,-1,1,-1
1913,1,557,55,4,123165.19,1,109974.66,-1,1,1,-1,-1,1,-1
1914,0,530,53,7,107406.34,1,95785.42,-1,1,1,-1,-1,1,-1
1915,0,596,38,6,128280.04,2,87013.29,1,1,-1,-1,1,-1,1
1916,0,538,47,5,101413.49,2,103494.49,1,-1,-1,-1,1,1,-1
1917,0,611,42,4,62397.41,2,106997.16,-1,1,1,-1,-1,1,-1
1918,0,630,38,3,128835.96,2,133279.47,1,1,-1,1,-1,-1,1
1919,0,669,42,5,121192.83,2,89821.31,-1,1,-1,1,-1,-1,1
1920,1,633,38,6,123441.93,1,138265.89,1,-1,1,-1,-1,-1,1
1921,0,646,56,6,62397.41,2,98073.79,-1,1,1,-1,-1,1,-1
1922,0,636,39,3,62397.41,2,107578.15,-1,-1,-1,1,-1,1,-1
1923,1,606,53,5,62397.41,2,124002.68,-1,1,1,-1,-1,1,-1
1924,0,608,38,5,112388.16,2,79233.73,1,1,-1,-1,1,-1,1
1925,0,631,33,6,62397.41,2,111370.4,1,1,1,-1,-1,1,-1
1926,0,517,36,5,62397.41,2,58705.55,1,1,1,-1,-1,-1,1
1927,0,722,43,4,110272.14,1,63425.12,1,-1,-1,-1,1,-1,1
1928,0,720,38,3,138755.03,1,61288.48,1,-1,-1,-1,1,-1,1
1929,0,636,39,6,129980.32,2,133492.74,1,-1,-1,-1,1,-1,1
1930,0,604,39,5,105951.43,1,82960.95,-1,1,-1,1,-1,-1,1
1931,1,600,44,4,108665.13,1,127467.94,-1,1,1,-1,-1,1,-1
1932,0,615,65,3,116462.88,1,134981.0,1,1,-1,1,-1,1,-1
1933,0,753,43,3,137078.18,1,132625.18,1,1,1,-1,-1,1,-1
1934,1,657,44,2,123068.03,1,69134.48,-1,-1,-1,-1,1,-1,1
1935,1,538,53,3,100206.33,2,119054.87,-1,-1,-1,1,-1,1,-1
1936,0,676,39,4,128918.87,1,91640.44,1,-1,1,-1,-1,1,-1
1937,0,601,40,6,135588.81,1,126843.26,1,-1,-1,-1,1,1,-1
1938,1,671,62,5,123419.95,1,61795.46,-1,-1,-1,-1,1,-1,1
1939,1,553,49,5,121986.56,1,92576.07,1,-1,-1,1,-1,1,-1
1940,0,720,36,3,62397.41,1,121239.49,-1,1,1,-1,-1,-1,1
1941,1,696,32,5,124087.01,1,101046.63,1,-1,-1,-1,1,1,-1
1942,0,692,46,5,119635.52,1,89195.11,1,1,1,-1,-1,-1,1
1943,0,565,41,4,62397.41,2,68571.32,-1,-1,1,-1,-1,1,-1
1944,0,723,42,6,120483.37,1,108405.73,-1,1,-1,-1,1,-1,1
1945,0,590,41,6,62397.41,1,102473.1,1,1,1,-1,-1,-1,1
1946,0,571,40,6,62397.41,2,132620.16,1,1,1,-1,-1,1,-1
1947,0,657,41,4,111416.85,1,107283.1,1,1,1,-1,-1,-1,1
1948,0,693,40,4,62397.41,2,136046.21,1,1,1,-1,-1,-1,1
1949,0,709,42,4,135284.8,2,111345.42,1,1,1,-1,-1,-1,1
1950,1,725,43,5,145464.43,1,63511.58,1,-1,-1,1,-1,1,-1
1951,0,520,37,3,113500.14,2,76649.3,1,-1,-1,1,-1,1,-1
1952,0,641,45,6,62397.41,2,82216.26,-1,1,1,-1,-1,-1,1
1953,0,664,38,5,62397.41,2,60882.55,1,-1,1,-1,-1,-1,1
1954,0,661,41,4,62397.41,2,113081.63,1,-1,1,-1,-1,1,-1
1955,0,598,38,4,118265.51,1,128625.31,1,1,1,-1,-1,1,-1
1956,0,720,43,5,105798.01,2,102159.58,-1,-1,-1,-1,1,-1,1
1957,0,697,31,5,62397.41,1,66992.44,1,-1,1,-1,-1,1,-1
1958,0,584,36,4,123626.77,2,78915.87,1,1,1,-1,-1,-1,1
1959,0,647,42,6,137286.39,2,66639.5,1,1,-1,-1,1,1,-1
1960,0,601,32,3,145402.61,2,66803.43,1,-1,-1,1,-1,-1,1
1961,0,576,37,4,118237.0,2,117271.0,-1,-1,1,-1,-1,-1,1
1962,0,595,40,6,119791.79,1,87746.27,1,-1,1,-1,-1,-1,1
1963,0,752,31,5,123118.38,1,136329.39,1,1,-1,1,-1,-1,1
1964,0,620,34,6,62397.41,1,66762.08,1,-1,1,-1,-1,-1,1
1965,1,587,43,5,121621.31,3,59994.4,-1,-1,-1,-1,1,1,-1
1966,0,619,30,3,62397.41,2,93207.4,1,-1,1,-1,-1,1,-1
1967,0,608,47,5,62397.41,2,102095.82,-1,1,1,-1,-1,-1,1
1968,1,592,37,2,117758.87,1,59977.36,1,-1,-1,-1,1,1,-1
1969,1,669,34,4,124146.49,2,118983.95,1,-1,-1,1,-1,1,-1
1970,1,676,47,6,121160.81,1,131211.81,-1,-1,-1,-1,1,-1,1
1971,1,569,44,6,138034.98,1,128239.53,-1,-1,1,-1,-1,1,-1
1972,0,590,45,4,131495.46,1,68422.42,1,-1,-1,-1,1,-1,1
1973,0,552,41,6,141985.83,2,123496.75,1,-1,1,-1,-1,-1,1
1974,1,593,59,3,62397.41,1,83478.52,1,-1,1,-1,-1,1,-1
1975,1,559,45,6,135175.97,1,62820.6,-1,1,1,-1,-1,1,-1
1976,0,634,33,3,148730.58,1,67180.35,1,-1,-1,-1,1,-1,1
1977,0,539,44,3,62397.41,2,117821.9,-1,-1,1,-1,-1,1,-1
1978,1,710,42,7,110243.77,1,111178.88,1,-1,-1,-1,1,1,-1
1979,0,692,52,6,62397.41,2,133687.53,-1,1,-1,1,-1,-1,1
1980,0,753,45,6,119348.43,1,141717.81,1,1,1,-1,-1,1,-1
1981,0,683,38,5,62397.41,1,91114.62,-1,1,-1,1,-1,-1,1
1982,0,695,38,4,62397.41,2,119985.75,1,-1,1,-1,-1,1,-1
1983,0,659,68,4,116714.89,2,64503.98,1,1,-1,-1,1,1,-1
1984,0,703,46,3,127366.5,2,65652.9,-1,-1,-1,-1,1,1,-1
1985,0,646,38,7,62397.41,2,138893.43,1,-1,-1,1,-1,-1,1
1986,0,509,39,5,139629.73,1,105043.27,1,-1,-1,-1,1,-1,1
1987,0,639,40,6,118153.94,1,129437.49,1,-1,1,-1,-1,-1,1
1988,0,522,40,5,97387.62,1,118416.16,1,-1,1,-1,-1,1,-1
1989,0,554,38,5,125494.78,1,94387.5,-1,-1,1,-1,-1,-1,1
1990,0,674,44,5,62397.41,2,105053.83,1,1,1,-1,-1,-1,1
1991,1,527,49,3,97242.92,1,101122.97,-1,-1,-1,-1,1,1,-1
1992,0,753,73,3,62397.41,2,82824.13,1,1,1,-1,-1,1,-1
1993,0,635,29,5,62397.41,2,137233.45,-1,-1,1,-1,-1,-1,1
1994,0,563,44,6,62397.41,2,59029.58,1,-1,-1,1,-1,1,-1
1995,0,588,42,7,114796.77,1,94312.29,1,-1,1,-1,-1,1,-1
1996,0,637,39,2,62397.41,2,136348.63,1,-1,1,-1,-1,1,-1
1997,0,595,42,4,169298.5,1,132456.84,-1,-1,1,-1,-1,-1,1
1998,0,638,29,6,114924.3,2,88576.17,-1,-1,-1,1,-1,-1,1
1999,1,647,52,3,135652.98,1,104129.95,-1,-1,-1,-1,1,1,-1
2000,1,603,49,4,109430.76,2,116026.38,-1,1,1,-1,-1,-1,1
2001,0,712,43,6,62397.41,2,118589.1,1,-1,-1,1,-1,-1,1
2002,0,600,44,3,124706.25,1,130935.9,-1,1,1,-1,-1,-1,1
2003,1,660,46,4,102990.02,1,142221.18,1,-1,1,-1,-1,1,-1
2004,0,642,49,6,93155.25,1,82230.21,1,-1,1,-1,-1,1,-1
2005,1,671,40,3,62397.41,3,131766.52,-1,-1,-1,1,-1,-1,1
2006,1,719,55,5,62397.41,1,72564.43,1,-1,-1,1,-1,1,-1
2007,0,745,40,2,62397.41,2,141340.62,-1,1,-1,1,-1,-1,1
2008,1,644,53,6,147542.31,4,120100.98,1,1,1,-1,-1,1,-1
2009,0,571,44,4,62397.41,1,129221.69,-1,1,1,-1,-1,-1,1
2010,0,701,41,6,108793.38,2,88498.43,1,1,-1,-1,1,-1,1
2011,0,676,43,4,62397.41,2,98116.07,-1,1,-1,1,-1,-1,1
2012,0,645,47,5,98833.79,1,117012.52,-1,1,1,-1,-1,1,-1
2013,0,753,43,2,133682.07,1,96920.29,1,1,-1,1,-1,-1,1
2014,0,696,47,4,124380.05,1,115778.15,1,-1,1,-1,-1,1,-1
2015,0,665,38,5,106802.0,2,101777.76,1,1,-1,-1,1,-1,1
2016,0,643,32,6,124692.19,1,125301.79,1,1,-1,-1,1,1,-1
2017,0,657,30,3,62397.41,2,59001.55,1,1,1,-1,-1,-1,1
2018,0,573,46,4,125671.03,1,89318.55,1,1,-1,-1,1,1,-1
2019,0,520,35,5,62397.41,2,67015.29,1,1,-1,1,-1,1,-1
2020,0,633,36,4,111137.76,1,117591.28,-1,1,1,-1,-1,1,-1
2021,0,659,39,3,126006.88,1,88672.56,1,-1,1,-1,-1,1,-1
2022,0,692,37,5,62397.41,2,64215.23,1,-1,1,-1,-1,1,-1
2023,0,607,47,6,112921.88,1,77611.65,1,1,-1,1,-1,-1,1
2024,0,636,37,5,137597.99,2,101927.18,1,1,-1,1,-1,-1,1
2025,0,628,36,2,111785.36,2,127495.95,1,-1,1,-1,-1,1,-1
2026,0,652,46,4,111347.45,2,76191.78,1,-1,-1,1,-1,-1,1
2027,0,537,37,3,62397.41,2,115208.55,-1,-1,1,-1,-1,1,-1
2028,0,574,40,3,62397.41,2,104966.52,-1,-1,1,-1,-1,-1,1
2029,0,668,40,3,129549.67,1,108747.06,1,1,-1,-1,1,1,-1
2030,1,567,51,4,103254.38,3,133031.23,-1,1,-1,-1,1,-1,1
2031,1,679,45,5,62397.41,2,82271.82,1,-1,-1,1,-1,1,-1
2032,0,647,54,3,124569.6,2,102219.58,-1,1,-1,-1,1,1,-1
2033,0,532,42,4,120933.86,1,67898.45,-1,1,1,-1,-1,1,-1
2034,1,660,44,5,115202.23,3,103321.43,1,-1,1,-1,-1,1,-1
2035,0,717,41,5,120561.79,2,58312.14,-1,-1,-1,-1,1,-1,1
2036,0,753,44,4,130961.53,1,82091.72,-1,1,1,-1,-1,-1,1
2037,0,644,37,5,108197.9,1,132839.58,1,-1,1,-1,-1,-1,1
2038,0,630,48,5,62397.41,2,90207.16,1,1,1,-1,-1,-1,1
2039,0,575,32,3,120742.26,1,95640.06,1,-1,1,-1,-1,-1,1
2040,0,633,29,5,129946.66,1,69425.23,-1,-1,1,-1,-1,1,-1
2041,1,646,39,6,104068.17,1,96524.86,1,-1,1,-1,-1,1,-1
2042,0,553,35,5,62397.41,2,120011.44,-1,1,1,-1,-1,1,-1
2043,0,646,39,3,125032.02,2,127049.7,-1,1,1,-1,-1,-1,1
2044,0,625,39,4,104921.69,2,83032.83,-1,1,1,-1,-1,1,-1
2045,0,685,33,5,119248.92,1,112398.54,1,-1,-1,-1,1,1,-1
2046,0,650,42,6,137074.9,1,72462.68,1,-1,1,-1,-1,1,-1
2047,0,588,37,5,121148.07,1,103033.38,1,-1,-1,-1,1,-1,1
2048,0,565,37,5,99329.54,1,132583.28,1,1,-1,-1,1,-1,1
2049,1,715,50,4,131483.83,1,135763.48,1,-1,-1,-1,1,1,-1
2050,0,641,39,6,125008.9,2,57807.48,-1,-1,-1,-1,1,-1,1
2051,1,638,38,6,128051.86,1,77553.15,1,-1,-1,-1,1,-1,1
2052,0,706,44,4,62397.41,2,68106.26,1,1,1,-1,-1,-1,1
2053,0,725,66,6,62397.41,2,120391.78,-1,1,1,-1,-1,1,-1
2054,1,455,37,2,126610.58,1,92157.71,1,-1,-1,-1,1,-1,1
2055,0,566,42,6,110561.85,2,102098.55,-1,1,-1,-1,1,-1,1
2056,0,691,38,5,102366.33,1,124492.4,-1,1,-1,-1,1,1,-1
2057,0,652,49,5,119357.38,1,110269.94,1,-1,1,-1,-1,1,-1
2058,0,751,62,5,124600.46,1,80100.45,-1,1,1,-1,-1,-1,1
2059,0,668,49,3,132705.68,1,98182.74,1,1,-1,1,-1,-1,1
2060,0,641,49,3,62397.41,2,120651.96,1,1,1,-1,-1,1,-1
2061,0,680,39,6,123885.63,2,137381.09,1,-1,1,-1,-1,1,-1
2062,0,504,37,5,135303.95,1,132243.79,1,1,1,-1,-1,-1,1
2063,0,574,60,5,122085.38,1,66170.16,1,1,1,-1,-1,-1,1
2064,0,611,34,3,140042.22,1,123959.92,1,-1,1,-1,-1,-1,1
2065,0,640,37,4,124324.73,2,105166.08,1,1,-1,-1,1,-1,1
2066,1,644,44,4,62397.41,1,105597.0,1,-1,1,-1,-1,1,-1
2067,0,608,39,5,62397.41,2,136351.29,1,-1,1,-1,-1,1,-1
2068,0,641,47,4,62397.41,2,127044.37,-1,-1,-1,1,-1,-1,1
2069,0,553,31,6,62397.41,2,89127.53,1,-1,1,-1,-1,-1,1
2070,0,534,42,5,62397.41,2,60152.72,1,1,-1,1,-1,-1,1
2071,0,595,42,6,122347.44,2,65746.62,-1,1,1,-1,-1,1,-1
2072,0,731,43,5,62397.41,1,93699.89,1,1,-1,1,-1,1,-1
2073,0,563,44,5,110502.03,2,78361.26,1,-1,-1,-1,1,-1,1
2074,0,578,37,3,107410.13,2,59404.1,1,1,-1,-1,1,-1,1
2075,0,585,43,6,104978.31,1,138688.54,-1,-1,1,-1,-1,-1,1
2076,0,539,39,5,109262.76,1,142402.61,-1,1,-1,-1,1,1,-1
2077,0,696,43,5,126408.38,1,81553.33,-1,1,1,-1,-1,1,-1
2078,0,580,42,6,152241.44,1,142455.09,1,-1,1,-1,-1,-1,1
2079,0,552,34,4,62397.41,2,136320.25,1,-1,1,-1,-1,1,-1
2080,0,722,58,5,106899.07,2,113476.3,1,1,1,-1,-1,-1,1
2081,0,628,36,4,115652.42,1,64089.82,1,-1,-1,-1,1,1,-1
2082,0,604,45,5,62397.41,2,133352.94,1,-1,1,-1,-1,-1,1
2083,0,652,43,7,130881.74,1,95412.69,-1,-1,-1,1,-1,-1,1
2084,1,650,46,4,120643.61,1,107371.8,1,1,-1,-1,1,1,-1
2085,1,627,44,3,109604.97,1,110189.74,1,-1,-1,-1,1,-1,1
2086,0,633,42,5,62397.41,1,137658.69,1,1,1,-1,-1,1,-1
2087,0,574,46,3,62397.41,2,141060.21,1,1,1,-1,-1,1,-1
2088,1,731,55,4,62397.41,3,97557.56,1,1,1,-1,-1,1,-1
2089,0,631,39,4,125139.17,1,140733.59,1,-1,-1,1,-1,1,-1
2090,0,582,40,4,138989.9,1,111949.23,1,-1,-1,1,-1,-1,1
2091,0,589,34,7,99005.11,2,98638.34,1,-1,-1,-1,1,1,-1
2092,0,666,45,6,159094.34,2,57866.95,1,-1,-1,-1,1,1,-1
2093,0,657,46,4,138965.42,1,61443.43,1,-1,1,-1,-1,1,-1
2094,0,565,40,7,92256.63,1,90133.63,1,-1,-1,1,-1,-1,1
2095,0,608,62,3,62397.41,2,134023.51,-1,1,-1,1,-1,-1,1
2096,0,675,40,2,62397.41,2,83556.03,-1,1,1,-1,-1,1,-1
2097,0,698,39,3,121762.54,2,124072.7,-1,1,-1,1,-1,1,-1
2098,0,664,37,6,118157.66,2,126972.06,1,-1,-1,-1,1,1,-1
2099,1,622,44,6,139954.61,1,110764.14,1,1,-1,-1,1,-1,1
2100,0,668,42,4,124391.96,1,117771.31,1,-1,1,-1,-1,-1,1
2101,0,701,37,4,126623.76,2,69786.24,1,1,-1,-1,1,-1,1
2102,0,612,37,3,146249.37,2,114943.48,1,1,-1,1,-1,-1,1
2103,0,753,44,3,101055.07,1,131517.27,1,-1,1,-1,-1,-1,1
2104,0,673,30,3,124319.05,1,134290.98,1,1,-1,1,-1,-1,1
2105,0,598,67,5,125212.39,2,60552.41,1,1,-1,-1,1,1,-1
2106,0,708,42,3,62397.41,1,111402.91,1,1,1,-1,-1,-1,1
2107,0,699,42,2,139086.37,2,71066.5,-1,-1,1,-1,-1,1,-1
2108,0,634,42,5,110570.13,1,109440.36,1,-1,1,-1,-1,1,-1
2109,0,649,36,3,136855.62,1,79617.93,1,1,1,-1,-1,1,-1
2110,0,612,46,6,62397.41,1,101193.52,-1,-1,-1,1,-1,1,-1
2111,1,576,46,4,62397.41,4,65386.43,-1,-1,1,-1,-1,-1,1
2112,1,585,47,3,138837.06,1,76515.79,-1,1,-1,-1,1,1,-1
